condition,anchor,layer,mean_delta_norm,median_delta_norm,n_families
evidence_false_rationale_pressure,S4,24,35.82672737,34.86815023,80
evidence_false_rationale_pressure,S4,25,37.92739597,37.07899103,80
evidence_false_rationale_pressure,S4,26,42.61900518,41.60767225,80
evidence_false_rationale_pressure,S4,27,46.43177023,45.39481622,80
evidence_false_rationale_pressure,S4,28,49.85415520,48.14932073,80
evidence_false_rationale_pressure,S4,29,53.03261376,51.30624729,80
evidence_false_rationale_pressure,S4,30,58.05686283,56.40755527,80
evidence_false_rationale_pressure,S4,31,63.82001967,61.32240289,80
evidence_false_rationale_pressure,S4,32,72.48337232,69.47080285,80
evidence_false_rationale_pressure,S4,33,82.36069393,78.40322387,80
evidence_false_rationale_pressure,S4,34,101.61893591,97.37906958,80
evidence_false_rationale_pressure,S4,35,47.29487116,46.27217488,80
evidence_true_belief_pressure,S0,0,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,1,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,2,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,3,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,4,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,5,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,6,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,7,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,8,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,9,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,10,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,11,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,12,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,13,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,14,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,15,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,16,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,17,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,18,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,19,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,20,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,21,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,22,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,23,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,24,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,25,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,26,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,27,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,28,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,29,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,30,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,31,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,32,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,33,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,34,0.00000000,0.00000000,80
evidence_true_belief_pressure,S0,35,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,0,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,1,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,2,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,3,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,4,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,5,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,6,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,7,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,8,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,9,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,10,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,11,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,12,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,13,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,14,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,15,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,16,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,17,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,18,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,19,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,20,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,21,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,22,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,23,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,24,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,25,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,26,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,27,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,28,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,29,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,30,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,31,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,32,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,33,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,34,0.00000000,0.00000000,80
evidence_true_belief_pressure,S1,35,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,0,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,1,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,2,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,3,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,4,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,5,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,6,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,7,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,8,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,9,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,10,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,11,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,12,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,13,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,14,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,15,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,16,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,17,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,18,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,19,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,20,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,21,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,22,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,23,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,24,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,25,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,26,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,27,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,28,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,29,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,30,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,31,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,32,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,33,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,34,0.00000000,0.00000000,80
evidence_true_belief_pressure,S2,35,0.00000000,0.00000000,80
evidence_true_belief_pressure,S3,0,2.67239129,2.66865445,80
evidence_true_belief_pressure,S3,1,3.15604794,3.15293041,80
evidence_true_belief_pressure,S3,2,4.16816061,4.16290391,80
evidence_true_belief_pressure,S3,3,5.41432516,5.41410066,80
evidence_true_belief_pressure,S3,4,6.62856576,6.63056977,80
evidence_true_belief_pressure,S3,5,8.77981234,8.75844335,80
evidence_true_belief_pressure,S3,6,13.43702353,13.43259506,80
evidence_true_belief_pressure,S3,7,15.57840979,15.56326834,80
evidence_true_belief_pressure,S3,8,22.05027048,22.04257071,80
evidence_true_belief_pressure,S3,9,20.75243610,20.74296657,80
evidence_true_belief_pressure,S3,10,21.59192692,21.59750061,80
evidence_true_belief_pressure,S3,11,23.28109417,23.25432112,80
evidence_true_belief_pressure,S3,12,25.56147278,25.53520143,80
evidence_true_belief_pressure,S3,13,25.57953814,25.59435050,80
evidence_true_belief_pressure,S3,14,25.31814701,25.32346285,80
evidence_true_belief_pressure,S3,15,27.22179261,27.16644086,80
evidence_true_belief_pressure,S3,16,27.68205597,27.61545034,80
evidence_true_belief_pressure,S3,17,31.50504708,31.42536549,80
evidence_true_belief_pressure,S3,18,31.96742257,31.90209727,80
evidence_true_belief_pressure,S3,19,38.99503007,38.96933648,80
evidence_true_belief_pressure,S3,20,42.90512140,42.78620345,80
evidence_true_belief_pressure,S3,21,46.34121088,46.22102822,80
evidence_true_belief_pressure,S3,22,49.69094339,49.59759727,80
evidence_true_belief_pressure,S3,23,57.83113610,57.60489276,80
evidence_true_belief_pressure,S3,24,68.54008841,68.35967270,80
evidence_true_belief_pressure,S3,25,79.39695752,78.73542707,80
evidence_true_belief_pressure,S3,26,88.11155196,87.38556160,80
evidence_true_belief_pressure,S3,27,104.66277596,103.83372863,80
evidence_true_belief_pressure,S3,28,122.56297586,121.90462085,80
evidence_true_belief_pressure,S3,29,144.46026425,143.31673567,80
evidence_true_belief_pressure,S3,30,173.10221357,172.70502604,80
evidence_true_belief_pressure,S3,31,198.26305145,197.99604734,80
evidence_true_belief_pressure,S3,32,219.81356899,219.93361579,80
evidence_true_belief_pressure,S3,33,237.51086897,236.56776029,80
evidence_true_belief_pressure,S3,34,258.58119150,257.51063499,80
evidence_true_belief_pressure,S3,35,109.29401404,109.00567729,80
evidence_true_belief_pressure,S4,0,0.21870243,0.20983576,80
evidence_true_belief_pressure,S4,1,0.39600668,0.39425712,80
evidence_true_belief_pressure,S4,2,0.71278680,0.70754085,80
evidence_true_belief_pressure,S4,3,1.43435671,1.43793410,80
evidence_true_belief_pressure,S4,4,1.88344215,1.88950475,80
evidence_true_belief_pressure,S4,5,2.35044863,2.37553611,80
evidence_true_belief_pressure,S4,6,3.28306679,3.29353607,80
evidence_true_belief_pressure,S4,7,4.21115567,4.21870198,80
evidence_true_belief_pressure,S4,8,5.44629279,5.47716776,80
evidence_true_belief_pressure,S4,9,5.69390128,5.72671425,80
evidence_true_belief_pressure,S4,10,6.30138766,6.31800422,80
evidence_true_belief_pressure,S4,11,6.02530314,6.05404906,80
evidence_true_belief_pressure,S4,12,7.39339523,7.40064465,80
evidence_true_belief_pressure,S4,13,8.28055757,8.27201653,80
evidence_true_belief_pressure,S4,14,8.09464473,8.09559620,80
evidence_true_belief_pressure,S4,15,9.03103923,9.00586950,80
evidence_true_belief_pressure,S4,16,9.46175268,9.41925207,80
evidence_true_belief_pressure,S4,17,9.97773103,9.92048632,80
evidence_true_belief_pressure,S4,18,12.93890632,12.85967249,80
evidence_true_belief_pressure,S4,19,16.92323136,17.00135039,80
evidence_true_belief_pressure,S4,20,20.33281382,20.25824061,80
evidence_true_belief_pressure,S4,21,22.29806758,22.23273528,80
evidence_true_belief_pressure,S4,22,21.81014286,21.62546501,80
evidence_true_belief_pressure,S4,23,27.15848782,27.04879642,80
evidence_true_belief_pressure,S4,24,32.76598668,32.74089761,80
evidence_true_belief_pressure,S4,25,33.61785692,33.41863474,80
evidence_true_belief_pressure,S4,26,37.32003589,37.09046614,80
evidence_true_belief_pressure,S4,27,41.02391036,40.87081433,80
evidence_true_belief_pressure,S4,28,43.75189053,43.45074064,80
evidence_true_belief_pressure,S4,29,46.55626200,45.81239714,80
evidence_true_belief_pressure,S4,30,51.48159705,50.64971245,80
evidence_true_belief_pressure,S4,31,56.38601265,55.56545432,80
evidence_true_belief_pressure,S4,32,63.58608716,62.75127804,80
evidence_true_belief_pressure,S4,33,71.35375306,70.28649021,80
evidence_true_belief_pressure,S4,34,88.09018210,87.62055885,80
evidence_true_belief_pressure,S4,35,47.84192605,45.75813089,80
evidence_true_rationale_pressure,S0,0,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,1,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,2,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,3,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,4,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,5,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,6,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,7,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,8,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,9,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,10,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,11,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,12,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,13,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,14,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,15,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,16,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,17,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,18,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,19,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,20,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,21,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,22,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,23,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,24,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,25,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,26,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,27,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,28,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,29,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,30,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,31,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,32,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,33,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,34,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S0,35,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,0,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,1,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,2,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,3,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,4,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,5,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,6,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,7,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,8,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,9,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,10,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,11,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,12,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,13,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,14,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,15,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,16,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,17,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,18,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,19,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,20,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,21,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,22,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,23,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,24,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,25,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,26,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,27,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,28,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,29,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,30,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,31,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,32,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,33,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,34,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S1,35,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,0,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,1,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,2,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,3,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,4,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,5,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,6,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,7,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,8,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,9,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,10,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,11,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,12,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,13,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,14,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,15,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,16,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,17,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,18,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,19,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,20,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,21,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,22,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,23,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,24,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,25,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,26,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,27,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,28,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,29,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,30,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,31,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,32,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,33,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,34,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S2,35,0.00000000,0.00000000,80
evidence_true_rationale_pressure,S3,0,2.72114440,2.71675533,80
evidence_true_rationale_pressure,S3,1,3.29453061,3.28744170,80
evidence_true_rationale_pressure,S3,2,4.34168761,4.34119130,80
evidence_true_rationale_pressure,S3,3,5.55206054,5.53630413,80
evidence_true_rationale_pressure,S3,4,6.72351274,6.72943271,80
evidence_true_rationale_pressure,S3,5,8.95388259,8.93737564,80
evidence_true_rationale_pressure,S3,6,13.50580616,13.46577496,80
evidence_true_rationale_pressure,S3,7,16.22655730,16.22229652,80
evidence_true_rationale_pressure,S3,8,22.64202531,22.64576887,80
evidence_true_rationale_pressure,S3,9,21.23575162,21.28232604,80
evidence_true_rationale_pressure,S3,10,22.55985421,22.57135733,80
evidence_true_rationale_pressure,S3,11,23.61364184,23.64511545,80
evidence_true_rationale_pressure,S3,12,24.58880450,24.52750349,80
evidence_true_rationale_pressure,S3,13,24.35050450,24.33702063,80
evidence_true_rationale_pressure,S3,14,24.62921127,24.65543488,80
evidence_true_rationale_pressure,S3,15,26.20628252,26.21762785,80
evidence_true_rationale_pressure,S3,16,26.83609586,26.85094830,80
evidence_true_rationale_pressure,S3,17,31.03391828,30.98670689,80
evidence_true_rationale_pressure,S3,18,31.43873769,31.49395982,80
evidence_true_rationale_pressure,S3,19,38.36066928,38.27515958,80
evidence_true_rationale_pressure,S3,20,42.57581961,42.36671560,80
evidence_true_rationale_pressure,S3,21,45.99893173,45.87073542,80
evidence_true_rationale_pressure,S3,22,49.59770746,49.56134537,80
evidence_true_rationale_pressure,S3,23,57.93564670,57.64065369,80
evidence_true_rationale_pressure,S3,24,67.84410539,67.37854257,80
evidence_true_rationale_pressure,S3,25,78.29231770,77.63090216,80
evidence_true_rationale_pressure,S3,26,87.79330279,86.67566297,80
evidence_true_rationale_pressure,S3,27,104.99103409,104.11630165,80
evidence_true_rationale_pressure,S3,28,123.64812610,122.78592697,80
evidence_true_rationale_pressure,S3,29,144.14805050,142.04870644,80
evidence_true_rationale_pressure,S3,30,171.60958141,170.89264106,80
evidence_true_rationale_pressure,S3,31,195.07094700,194.44603284,80
evidence_true_rationale_pressure,S3,32,216.65477339,215.69025063,80
evidence_true_rationale_pressure,S3,33,234.56904381,232.84290609,80
evidence_true_rationale_pressure,S3,34,254.23684619,251.86630820,80
evidence_true_rationale_pressure,S3,35,108.04581995,107.50825565,80
evidence_true_rationale_pressure,S4,0,0.59734588,0.34430837,80
evidence_true_rationale_pressure,S4,1,0.76148044,0.54647587,80
evidence_true_rationale_pressure,S4,2,1.03467588,0.89004115,80
evidence_true_rationale_pressure,S4,3,1.61210528,1.52794385,80
evidence_true_rationale_pressure,S4,4,2.09209263,2.02787062,80
evidence_true_rationale_pressure,S4,5,2.71602328,2.70260798,80
evidence_true_rationale_pressure,S4,6,3.64926050,3.66131779,80
evidence_true_rationale_pressure,S4,7,4.55434734,4.55816546,80
evidence_true_rationale_pressure,S4,8,6.02679623,6.05846634,80
evidence_true_rationale_pressure,S4,9,6.31759748,6.32849067,80
evidence_true_rationale_pressure,S4,10,6.58293174,6.59220829,80
evidence_true_rationale_pressure,S4,11,6.16805804,6.15042644,80
evidence_true_rationale_pressure,S4,12,7.32955938,7.30680758,80
evidence_true_rationale_pressure,S4,13,8.06173107,8.04706490,80
evidence_true_rationale_pressure,S4,14,7.87935732,7.89872762,80
evidence_true_rationale_pressure,S4,15,8.88572660,8.86922499,80
evidence_true_rationale_pressure,S4,16,9.36564152,9.33342338,80
evidence_true_rationale_pressure,S4,17,9.99381298,9.93339497,80
evidence_true_rationale_pressure,S4,18,12.78508733,12.78885456,80
evidence_true_rationale_pressure,S4,19,17.29173118,17.14733385,80
evidence_true_rationale_pressure,S4,20,20.70825777,20.70514568,80
evidence_true_rationale_pressure,S4,21,22.98046411,23.05529618,80
evidence_true_rationale_pressure,S4,22,22.52002288,22.22415590,80
evidence_true_rationale_pressure,S4,23,28.12897538,27.60942341,80
evidence_true_rationale_pressure,S4,24,33.47700605,32.65118360,80
evidence_true_rationale_pressure,S4,25,34.90442241,34.14204982,80
evidence_true_rationale_pressure,S4,26,38.83210042,37.80836597,80
evidence_true_rationale_pressure,S4,27,42.75939159,41.87361877,80
evidence_true_rationale_pressure,S4,28,46.00097179,45.06117704,80
evidence_true_rationale_pressure,S4,29,48.86187407,47.55385772,80
evidence_true_rationale_pressure,S4,30,54.10043579,52.57348823,80
evidence_true_rationale_pressure,S4,31,59.70438446,57.88968103,80
evidence_true_rationale_pressure,S4,32,66.91300759,64.74223021,80
evidence_true_rationale_pressure,S4,33,75.58993489,72.52583008,80
evidence_true_rationale_pressure,S4,34,93.92849545,91.54506207,80
evidence_true_rationale_pressure,S4,35,47.60117747,46.50753077,80
